"","V1","V2","V3","V4","V5","V6"
"1",0,0,0,0,0,0
"2",9.47374401342989e-05,0.0028950098421014,0.000690734001232345,0.00709499913785763,0.0065522910148994,0.0210382890404379
"3",0.000105052139745603,0.00289522012698608,0.000731453917106814,0.00783634736206333,0.00676954802171203,0.0214890446971265
"4",0.00010667414195406,0.00289522015411454,0.000735147804496796,0.00795329539410839,0.00678805045744601,0.0215191681945467
"5",0.000106915021619084,0.00289522015411762,0.000735458288485297,0.00797053654286405,0.00678921645143819,0.0215205129953972
"6",0.00010695109253278,0.00289522015411762,0.000735484715674239,0.00797310602600482,0.00678929653050523,0.0215205812974711
"7",0.000106956487439618,0.00289522015411762,0.000735486960339694,0.00797348831557903,0.00678930189127773,0.0215205846195553
"8",0.000106957294467574,0.00289522015411762,0.000735487151063171,0.00797354520842502,0.00678930225285793,0.0215205847834633
"9",0.000106957415188287,0.00289522015411762,0.000735487167267512,0.00797355367493445,0.00678930227719213,0.021520584791512
"10",0.000106957433246579,0.00289522015411762,0.000735487168644287,0.00797355493488677,0.00678930227883089,0.0215205847919079
"11",0.00010695743594787,0.00289522015411762,0.000735487168761262,0.00797355512238768,0.00678930227894123,0.0215205847919273
"12",0.000106957436351949,0.00289522015411762,0.000735487168771201,0.00797355515029079,0.00678930227894866,0.0215205847919283
"13",0.000106957436412394,0.00289522015411762,0.000735487168772045,0.00797355515444322,0.00678930227894916,0.0215205847919283
"14",0.000106957436421436,0.00289522015411762,0.000735487168772117,0.00797355515506117,0.00678930227894919,0.0215205847919283
"15",0.000106957436422788,0.00289522015411762,0.000735487168772123,0.00797355515515313,0.0067893022789492,0.0215205847919283
"16",0.000106957436422991,0.00289522015411762,0.000735487168772123,0.00797355515516681,0.0067893022789492,0.0215205847919283
"17",0.000106957436423021,0.00289522015411762,0.000735487168772123,0.00797355515516885,0.0067893022789492,0.0215205847919283
"18",0.000106957436423025,0.00289522015411762,0.000735487168772123,0.00797355515516915,0.0067893022789492,0.0215205847919283
"19",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.0079735551551692,0.0067893022789492,0.0215205847919283
"20",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"21",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"22",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"23",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"24",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"25",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"26",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"27",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"28",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"29",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"30",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"31",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"32",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"33",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"34",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"35",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"36",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"37",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"38",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"39",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"40",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"41",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"42",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"43",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"44",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"45",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"46",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"47",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"48",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"49",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"50",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"51",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"52",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"53",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"54",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"55",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"56",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"57",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"58",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"59",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
"60",0.000106957436423026,0.00289522015411762,0.000735487168772123,0.00797355515516921,0.0067893022789492,0.0215205847919283
